drug	gene
Ketoprofen	CXCR1
Ketoprofen	CYP2C8
Ketoprofen	CYP2C9
Ketoprofen	PTGS1
Ketoprofen	PTGS2
Ketoprofen	SLC22A11
Ketoprofen	SLC22A6
Ketoprofen	SLC22A7
Ketoprofen	SLC22A8
Ketoprofen	SLCO1A2
Ketoprofen	UGT1A1
Ketorolac	CYP2C8
Ketorolac	CYP2C9
Ketorolac	PTGS1
Ketorolac	PTGS2
Ketorolac	UGT2B7
Ketotifen	HRH1
Ketotifen	PGD
Ketotifen	UGT1A3
Ketotifen	UGT1A4
Ketotifen	UGT2B10
Keyhole limpet hemocyanin	IL2
Labetalol	ABCB5
Labetalol	ADRA1A
Labetalol	ADRB1
Labetalol	ADRB2
Labetalol	ALB
Labetalol	CYP2C19
Labetalol	CYP2D6
Labetalol	ORM1
Labetalol	UGT1A1
Labetalol	UGT1A9
Labetalol	UGT2B7
Lacidipine	ALB
Lacidipine	CACNA1C
Lacidipine	CYP3A4
Lacidipine	ORM1
Lacosamide	CYP2C19
Lacosamide	CYP2C9
Lacosamide	CYP3A4
Lacosamide	SCN10A
Lacosamide	SCN3A
Lacosamide	SCN9A
Lactic acid	SLC16A1
Lactic acid	SLC16A10
Lactic acid	SLC16A3
Lactic acid	SLC16A7
Lactic acid	SLCO2A1
Lactic acid	SLCO2B1
Lactose	GLB1
Lactose	GLT6D1
Lactose	GLTP
Lactose	LGALS3
Lamivudine	ABCB1
Lamivudine	ABCC1
Lamivudine	ABCC2
Lamivudine	ABCC3
Lamivudine	ABCC4
Lamivudine	ABCG2
Lamivudine	ALB
Lamivudine	CMPK1
Lamivudine	DCK
Lamivudine	NME1
Lamivudine	NME2
Lamivudine	NT5C
Lamivudine	PCYT1A
Lamivudine	PCYT2
Lamivudine	PGK1
Lamivudine	SLC22A1
Lamivudine	SLC22A2
Lamivudine	SLC22A3
Lamivudine	SLC22A6
Lamotrigine	ABCB1
Lamotrigine	ADORA1
Lamotrigine	ADORA2A
Lamotrigine	ADRA1A
Lamotrigine	ADRA2A
Lamotrigine	ADRB1
Lamotrigine	ALB
Lamotrigine	CACNA1E
Lamotrigine	CHRNA1
Lamotrigine	DHFR
Lamotrigine	DRD1
Lamotrigine	DRD2
Lamotrigine	GABRA1
Lamotrigine	GRIA1
Lamotrigine	HRH1
Lamotrigine	HTR2A
Lamotrigine	HTR3A
Lamotrigine	OPRK1
Lamotrigine	SCN1A
Lamotrigine	SLC22A1
Lamotrigine	SLC22A2
Lamotrigine	UGT1A1
Lanadelumab	KLKB1
Lanreotide	CYP3A4
Lanreotide	SSTR2
Lanreotide	SSTR5
Lansoprazole	ABCB1
Lansoprazole	ABCG2
Lansoprazole	ATP4A
Lansoprazole	CYP1A1
Lansoprazole	CYP1B1
Lansoprazole	CYP2C18
Lansoprazole	CYP2C19
Lansoprazole	CYP2C8
Lansoprazole	CYP2C9
Lansoprazole	CYP2D6
Lansoprazole	CYP3A4
Lansoprazole	MAPT
Lansoprazole	SLC22A1
Lansoprazole	SLC22A2
Lansoprazole	SLC22A3
Lansoprazole	SLC22A8
Lapatinib	ABCB1
Lapatinib	CYP2C19
Lapatinib	CYP2C8
Lapatinib	CYP3A4
Lapatinib	CYP3A5
Lapatinib	EGFR
Lapatinib	ERBB2
Lapatinib	TAP1
Larotrectinib	ABCB1
Larotrectinib	ABCG2
Larotrectinib	CYP3A4
Larotrectinib	NTRK1
Larotrectinib	NTRK2
Larotrectinib	NTRK3
Lasmiditan	ABCB1
Lasmiditan	ABCG2
Lasmiditan	CYP2D6
Lasmiditan	HTR1F
Lasmiditan	SLC22A1
Lasmiditan	SLC47A1
Lasmiditan	SLC47A2
Lasofoxifene	CNR2
Lasofoxifene	ESR1
Lasofoxifene	ESR2
Latanoprostene bunod	PTGFR
Latanoprostene bunod	SLCO2B1
Latanoprost	PTGFR
Latanoprost	SLC22A6
Latanoprost	SLC22A8
Latanoprost	SLCO2A1
Lauric acid	ADH5
Lauric acid	ALB
Lauric acid	C8G
Lauric acid	GLTP
Lauric acid	GM2A
Lauric acid	HNF4A
Lauric acid	LTF
Lauric acid	LY96
Lauric acid	PLA2G2A
Lauric acid	PLA2G2D
Lauric acid	PPARA
Lauric acid	TLR4
Lauric acid	VLDLR
Ledipasvir	ABCB1
Ledipasvir	ABCG2
Lefamulin	ABCB1
Lefamulin	CYP3A4
Leflunomide	ABCG2
Leflunomide	AHR
Leflunomide	CYP1A2
Leflunomide	CYP2C9
Leflunomide	DHODH
Leflunomide	PTK2B
Lemborexant	ABCB1
Lemborexant	CYP2B6
Lemborexant	CYP3A4
Lemborexant	CYP3A5
Lemborexant	HCRTR1
Lemborexant	HCRTR2
Lenalidomide	ABCB1
Lenalidomide	CDH5
Lenalidomide	CRBN
Lenalidomide	PTGS2
Lenalidomide	TNFSF11
Lenograstim	CSF3R
Lenvatinib	ABCB1
Lenvatinib	ABCB11
Lenvatinib	ABCG2
Lenvatinib	AOX1
Lenvatinib	CYP1A2
Lenvatinib	CYP2B6
Lenvatinib	CYP2C19
Lenvatinib	CYP2C8
Lenvatinib	CYP2C9
Lenvatinib	CYP2D6
Lenvatinib	CYP3A4
Lenvatinib	FGFR1
Lenvatinib	FGFR2
Lenvatinib	FGFR3
Lenvatinib	FGFR4
Lenvatinib	FLT1
Lenvatinib	FLT4
Lenvatinib	KDR
Lenvatinib	KIT
Lenvatinib	PDGFRA
Lenvatinib	RET
Lenvatinib	SLC22A2
Lenvatinib	SLC22A6
Lenvatinib	SLC22A8
Lenvatinib	SLCO1B1
Lenvatinib	SLCO1B3
Lepirudin	F2
Lercanidipine	CACNG1
Lercanidipine	CYP2D6
Lercanidipine	CYP3A4
Lercanidipine	CYP3A5
Lercanidipine	CYP3A7
Lesinurad	CYP2C9
Lesinurad	CYP3A4
Lesinurad	SLC22A11
Lesinurad	SLC22A12
Letermovir	ABCB1
Letermovir	ABCB11
Letermovir	ABCC2
Letermovir	ABCG2
Letermovir	CYP2B6
Letermovir	CYP2C19
Letermovir	CYP2C8
Letermovir	CYP2C9
Letermovir	CYP2D6
Letermovir	CYP3A4
Letermovir	CYP3A43
Letermovir	CYP3A5
Letermovir	CYP3A7
Letermovir	SLC22A8
Letermovir	SLCO1B1
Letermovir	SLCO1B3
Letermovir	UGT1A1
Letermovir	UGT1A3
Letrozole	ABCB1
Letrozole	ALB
Letrozole	CYP19A1
Letrozole	CYP2A6
Letrozole	CYP2C19
Letrozole	CYP3A4
Letrozole	UGT2B7
Leucovorin	SLC22A8
Leuprolide	GNRHR
Levacetylmethadol	CHRNA3
Levacetylmethadol	CHRNB4
Levacetylmethadol	CYP3A4
Levacetylmethadol	CYP3A7
Levacetylmethadol	OPRM1
Levallorphan	OPRM1
Levamisole	ALPPL2
Levamisole	CHRNA3
Levamlodipine	ABCB1
Levamlodipine	ALB
Levamlodipine	CACNA1C
Levamlodipine	CACNA1D
Levamlodipine	CYP3A4
Levamlodipine	NOS2
Levamlodipine	NOS3
Levamlodipine	SLC10A2
Levamlodipine	SLC22A5
Levetiracetam	ABCB1
Levetiracetam	CACNA1B
Levetiracetam	SV2A
Levmetamfetamine	PNMT
Levobetaxolol	ADRB1
Levobetaxolol	CYP2D6
Levobunolol	ADRB1
Levobunolol	ADRB2
Levobunolol	CYP2D6
Levobupivacaine	CYP1A2
Levobupivacaine	CYP3A4
Levobupivacaine	SCN10A
Levocabastine	HRH1
Levocabastine	NTSR2
Levocarnitine	CES1
Levocarnitine	CPT1A
Levocarnitine	CPT2
Levocarnitine	CRAT
Levocarnitine	CROT
Levocarnitine	MPO
Levocarnitine	SLC22A16
Levocarnitine	SLC22A4
Levocarnitine	SLC22A5
Levocarnitine	SLC22A8
Levocarnitine	SLC25A20
Levocarnitine	SLC25A29
Levocarnitine	SLCO1B1
Levocarnitine	XDH
Levocetirizine	ALB
Levocetirizine	CYP3A4
Levocetirizine	HRH1
Levocetirizine	SLC22A11
Levodopa	ALB
Levodopa	DDC
Levodopa	DRD1
Levodopa	DRD2
Levodopa	DRD3
Levodopa	DRD4
Levodopa	DRD5
Levodopa	SLC15A1
Levodopa	SLC16A10
Levodopa	SLC7A5
Levodopa	SLC7A8
Levofloxacin	ABCB1
Levofloxacin	ALB
Levofloxacin	CYP2C9
Levofloxacin	SLC22A1
Levofloxacin	SLC22A2
Levofloxacin	SLC22A4
Levofloxacin	SLC47A1
Levofloxacin	SLC47A2
Levofloxacin	SLCO1A2
Levofloxacin	SLCO4C1
Levoketoconazole	ABCB1
Levoketoconazole	CYP11B1
Levoketoconazole	CYP17A1
Levoketoconazole	CYP21A2
Levoketoconazole	CYP3A4
Levoketoconazole	CYP3A5
Levoketoconazole	CYP51A1
Levomefolic acid	MTR
Levomefolic acid	SLC19A1
Levomefolic acid	SLC46A1
Levomenol	SLCO1B1
Levomenol	SLCO1B3
Levomenthol	CACNA1C
Levomenthol	CYP3A4
Levomenthol	OPRK1
Levomenthol	TRPA1
Levomenthol	TRPM8
Levomenthol	TRPV3
Levomilnacipran	ABCB1
Levomilnacipran	CYP2C19
Levomilnacipran	CYP2C8
Levomilnacipran	CYP2D6
Levomilnacipran	CYP2J2
Levomilnacipran	CYP3A4
Levomilnacipran	SLC6A2
Levomilnacipran	SLC6A4
Levonordefrin	ADRA2A
Levonorgestrel	AR
Levonorgestrel	CYP3A4
Levonorgestrel	CYP3A5
Levonorgestrel	ESR1
Levonorgestrel	NR3C1
Levonorgestrel	PGR
Levonorgestrel	SHBG
Levonorgestrel	SRD5A1
Levorphanol	OPRD1
Levorphanol	OPRK1
Levorphanol	OPRM1
Levosalbutamol	ADRB2
Levosalbutamol	SLCO1B1
Levosalbutamol	SLCO1B3
Levosimendan	KCNJ11
Levosimendan	KCNJ8
Levosimendan	PDE3A
Levosimendan	TNNC1
Levothyroxine	ABCB1
Levothyroxine	ALB
Levothyroxine	CYP2C8
Levothyroxine	ITGAV
Levothyroxine	ITGB3
Levothyroxine	SERPINA7
Levothyroxine	SLC16A2
Levothyroxine	SLC7A5
Levothyroxine	SLCO1A2
Levothyroxine	SLCO1B1
Levothyroxine	SLCO1B3
Levothyroxine	SLCO1C1
Levothyroxine	SLCO2B1
Levothyroxine	SLCO4A1
Levothyroxine	THRA
Levothyroxine	THRB
Levothyroxine	TTR
Levothyroxine	UGT1A1
L-Glutamine	ASNS
L-Glutamine	CAD
L-Glutamine	CCBL1
L-Glutamine	CTPS1
L-Glutamine	F13A1
L-Glutamine	GATB
L-Glutamine	GFPT2
L-Glutamine	GLS
L-Glutamine	GLS2
L-Glutamine	GLUL
L-Glutamine	GMPS
L-Glutamine	NADSYN1
L-Glutamine	PFAS
L-Glutamine	PPAT
L-Glutamine	QARS
L-Glutamine	SLC16A10
L-Glutamine	SLC1A5
L-Glutamine	SLC38A1
L-Glutamine	SLC38A2
L-Glutamine	SLC38A3
L-Glutamine	SLC6A14
L-Glutamine	SLC7A5
L-Glutamine	SLC7A6
L-Glutamine	SLC7A7
L-Glutamine	SLC7A8
L-Glutamine	SLC7A9
L-Glutamine	TGM1
L-Glutamine	TGM2
L-Glutamine	TGM3
L-Glutamine	TGM4
L-Glutamine	TGM5
L-Glutamine	TGM6
L-Glutamine	TGM7
Lidocaine	ABCB1
Lidocaine	CYP1A2
Lidocaine	CYP2A6
Lidocaine	CYP2B6
Lidocaine	CYP2C8
Lidocaine	CYP2C9
Lidocaine	CYP2D6
Lidocaine	CYP3A4
Lidocaine	CYP3A5
Lidocaine	CYP3A7
Lidocaine	EGFR
Lidocaine	ORM1
Lidocaine	ORM2
Lidocaine	SCN10A
Lidocaine	SCN4A
Lidocaine	SCN5A
Lidocaine	SCN9A
Lidocaine	SLC22A5
Lidoflazine	CYP3A4
Lifitegrast	CYP2C9
Lifitegrast	ITGAL
Lifitegrast	SLCO1A2
Lifitegrast	SLCO2B1
Linaclotide	GUCY2C
Linagliptin	ABCB1
Linagliptin	CYP3A4
Linagliptin	DPP4
Linagliptin	SLC22A1
Linagliptin	SLC22A2
Linagliptin	SLC22A3
Lincomycin	ORM1
Lindane	ESR1
Lindane	GABRB1
Lindane	GABRB3
Lindane	GABRR1
Lindane	GLRA1
Lindane	GLRA2
Lindane	GLRA3
Lindane	GLRB
Lindane	NR1I2
Lindane	PGR
Linezolid	ALB
Linezolid	MAOA
Linezolid	MAOB
Linezolid	SLC22A6
Linezolid	SLC22A8
Liothyronine	ABCB1
Liothyronine	ALB
Liothyronine	PCNA
Liothyronine	SERPINA7
Liothyronine	SLC10A1
Liothyronine	SLC16A10
Liothyronine	SLC22A8
Liothyronine	SLC7A5
Liothyronine	SLCO1A2
Liothyronine	SLCO1B1
Liothyronine	SLCO1B3
Liothyronine	SLCO1C1
Liothyronine	SLCO4A1
Liothyronine	SLCO4C1
Liothyronine	THRA
Liothyronine	THRB
Liothyronine	TTR
Liothyronine	UGT1A1
Liotrix	ABCB1
Liotrix	ALB
Liotrix	CYP2C8
Liotrix	CYP3A4
Liotrix	SERPINA7
Liotrix	SLC10A1
Liotrix	SLC16A10
Liotrix	SLC16A2
Liotrix	SLC22A8
Liotrix	SLCO1A2
Liotrix	SLCO1B1
Liotrix	SLCO1B3
Liotrix	SLCO1C1
Liotrix	SLCO4A1
Liotrix	SLCO4C1
Liotrix	THRA
Liotrix	THRB
Liotrix	TTR
Lipegfilgrastim	CSF3R
Lipoic acid	LIAS
Lipoic acid	LIPT1
Lipoic acid	POR
Lipoic acid	SLC5A6
Liraglutide	ALB
Liraglutide	DPP4
Liraglutide	GLP1R
Liraglutide	MME
Lisdexamfetamine	CYP2D6
Lisdexamfetamine	SLC15A1
Lisdexamfetamine	TAAR1
Lisinopril	ACE
Lisinopril	REN
Lisinopril	SLC15A1
Lisinopril	SLC15A2
Lisocabtagene maraleucel	CD19
Lisuride	ADRA2A
Lisuride	ADRA2B
Lisuride	ADRA2C
Lisuride	CYP3A4
Lisuride	DRD1
Lisuride	DRD2
Lisuride	DRD3
Lisuride	DRD4
Lisuride	DRD5
Lisuride	HTR1A
Lisuride	HTR1B
Lisuride	HTR1D
Lisuride	HTR2A
Lisuride	HTR2B
Lisuride	HTR2C
Lisuride	HTR7
Lithium carbonate	GRIA3
Lithium carbonate	GSK3B
Lithium carbonate	IMPA1
Lithium carbonate	IMPA2
Lithium carbonate	SCNN1A
Lithium carbonate	SCNN1B
Lithium carbonate	SCNN1G
Lithium citrate	GRIA3
Lithium citrate	GSK3B
Lithium citrate	IMPA1
Lithium citrate	IMPA2
Lixisenatide	GLP1R
Lofexidine	ABCB5
Lofexidine	ADRA1A
Lofexidine	ADRA2A
Lofexidine	CYP1A2
Lofexidine	CYP2C19
Lofexidine	CYP2D6
Lofexidine	HTR1A
Lofexidine	HTR1D
Lofexidine	HTR2C
Lofexidine	HTR7
Lofexidine	SLC47A1
Lomefloxacin	ABCC2
Lomefloxacin	CYP1A2
Lomefloxacin	SLC22A5
Lomefloxacin	TOP2A
Lomitapide	ABCB1
Lomitapide	CYP3A4
Lomitapide	MTTP
Lomustine	CYP2D6
Lomustine	CYP3A4
Lomustine	STMN4
Lonafarnib	ABCB1
Lonafarnib	ABCC2
Lonafarnib	ABCG2
Lonafarnib	CYP1A2
Lonafarnib	CYP2A6
Lonafarnib	CYP2C19
Lonafarnib	CYP2C8
Lonafarnib	CYP2C9
Lonafarnib	CYP2E1
Lonafarnib	CYP3A4
Lonafarnib	CYP3A5
Lonafarnib	FNTA
Lonafarnib	FNTB
Lonafarnib	SLCO1B1
Lonafarnib	SLCO1B3
Lonapegsomatropin	ABCB1
Lonapegsomatropin	CYP1A2
Lonapegsomatropin	CYP2C19
Lonapegsomatropin	GHR
Lonapegsomatropin	HSD11B1
Lonapegsomatropin	PRLR
Loncastuximab tesirine	ABCB1
Loncastuximab tesirine	CD19
Loncastuximab tesirine	CYP3A4
Loncastuximab tesirine	CYP3A5
Lonoctocog alfa	ASGR2
Lonoctocog alfa	CALR
Lonoctocog alfa	CANX
Lonoctocog alfa	F10
Lonoctocog alfa	F2
Lonoctocog alfa	F9
Lonoctocog alfa	HSPA5
Lonoctocog alfa	LMAN1
Lonoctocog alfa	LRP1
Lonoctocog alfa	MCFD2
Lonoctocog alfa	PHYH
Lonoctocog alfa	PROC
Lonoctocog alfa	VWF
Loperamide	ABCB1
Loperamide	CACNA1A
Loperamide	CALM1
Loperamide	CYP2B6
Loperamide	CYP2C8
Loperamide	CYP2D6
Loperamide	CYP3A4
Loperamide	NR1I3
Loperamide	OPRD1
Loperamide	OPRK1
Loperamide	OPRM1
Loperamide	POMC
Lopinavir	ABCB1
Lopinavir	ABCB11
Lopinavir	ALB
Lopinavir	CYP1A2
Lopinavir	CYP2B6
Lopinavir	CYP2C19
Lopinavir	CYP2C9
Lopinavir	CYP2D6
Lopinavir	CYP3A4
Lopinavir	ORM1
Lopinavir	SLCO1B1
Lopinavir	SLCO1B3
Loracarbef	SLC15A1
Loracarbef	SLC15A2
Loratadine	ABCB1
Loratadine	ABCB11
Loratadine	CYP1A1
Loratadine	CYP1A2
Loratadine	CYP2B6
Loratadine	CYP2C19
Loratadine	CYP2C8
Loratadine	CYP2C9
Loratadine	CYP2D6
Loratadine	CYP3A4
Loratadine	CYP3A5
Loratadine	HRH1
Loratadine	KCNH2
Loratadine	UGT1A1
Loratadine	UGT1A3
Loratadine	UGT2B10
Loratadine	UGT2B15
Lorazepam	CYP3A4
Lorazepam	GABRA1
Lorazepam	UGT2B15
Lorcaserin	CYP1A1
Lorcaserin	CYP1A2
Lorcaserin	CYP2A6
Lorcaserin	CYP2B6
Lorcaserin	CYP2C19
Lorcaserin	CYP2D6
Lorcaserin	CYP3A4
Lorcaserin	FMO1
Lorcaserin	HTR2C
Lorlatinib	ALK
Lorlatinib	CYP2B6
Lorlatinib	CYP2C19
Lorlatinib	CYP2C8
Lorlatinib	CYP3A4
Lorlatinib	CYP3A5
Lorlatinib	UGT1A3
Lormetazepam	GABRA1
Lornoxicam	CYP2C9
Lornoxicam	PTGS1
Lornoxicam	PTGS2
Lorpiprazole	ADRA1A
Lorpiprazole	ADRA2A
Lorpiprazole	ALB
Lorpiprazole	CYP2D6
Lorpiprazole	CYP3A4
Lorpiprazole	HRH1
Lorpiprazole	HTR2A
Lorpiprazole	HTR2C
Lorpiprazole	SLC6A4
Losartan	ABCB1
Losartan	ABCB11
Losartan	AGTR1
Losartan	ALB
Losartan	CYP2C19
Losartan	CYP2C8
Losartan	CYP2C9
Losartan	CYP3A4
Losartan	SLC22A12
Losartan	SLC22A6
Losartan	SLC2A9
Losartan	UGT1A1
Losartan	UGT1A10
Losartan	UGT1A3
Losartan	UGT2B17
Losartan	UGT2B7
Loteprednol etabonate	CYP3A4
Loteprednol etabonate	NR3C1
Loteprednol etabonate	PON1
Lovastatin	ABCB1
Lovastatin	ABCB11
Lovastatin	ABCC2
Lovastatin	ALB
Lovastatin	CYP2C19
Lovastatin	CYP2C8
Lovastatin	CYP3A4
Lovastatin	HDAC2
Lovastatin	HMGCR
Lovastatin	ITGAL
Lovastatin	PON3
Lovastatin	SLCO1A2
Lovastatin	SLCO1B1
Lovastatin	SLCO1B3
Lovastatin	SLCO2B1
Lovastatin	UGT1A1
Lovastatin	UGT1A3
Lovastatin	UGT2B7
Loxapine	ADRA1A
Loxapine	ADRA1B
Loxapine	ADRA2A
Loxapine	ADRA2B
Loxapine	ADRA2C
Loxapine	ADRB1
Loxapine	CHRM1
Loxapine	CHRM2
Loxapine	CHRM3
Loxapine	CHRM4
Loxapine	CHRM5
Loxapine	DRD1
Loxapine	DRD2
Loxapine	DRD3
Loxapine	DRD4
Loxapine	DRD5
Loxapine	HRH1
Loxapine	HRH2
Loxapine	HRH4
Loxapine	HTR1A
Loxapine	HTR1B
Loxapine	HTR1D
Loxapine	HTR1E
Loxapine	HTR2A
Loxapine	HTR2C
Loxapine	HTR3A
Loxapine	HTR5A
Loxapine	HTR6
Loxapine	HTR7
Loxapine	SLC6A2
Loxapine	SLC6A3
Loxapine	SLC6A4
Loxoprofen	CBR1
Loxoprofen	CYP3A4
Loxoprofen	PTGS1
Loxoprofen	PTGS2
Loxoprofen	UGT2B7
Lubiprostone	CBR1
Lubiprostone	CLCN2
Luliconazole	CYP2C19
Luliconazole	CYP3A4
Lumacaftor	ABCB1
Lumacaftor	ALB
Lumacaftor	CFTR
Lumacaftor	CYP2B6
Lumacaftor	CYP2C19
Lumacaftor	CYP2C8
Lumacaftor	CYP2C9
Lumacaftor	CYP3A4
Lumasiran	ALB
Lumasiran	CYP2C8
Lumasiran	HAO1
Lumateperone	AKR1B10
Lumateperone	AKR1C1
Lumateperone	AKR1C4
Lumateperone	AKR1E2
Lumateperone	CYP1A2
Lumateperone	CYP2C8
Lumateperone	CYP3A4
Lumateperone	DRD1
Lumateperone	DRD2
Lumateperone	GRIN2B
Lumateperone	HTR2A
Lumateperone	SLC6A4
Lumateperone	UGT1A1
Lumateperone	UGT1A4
Lumateperone	UGT2B15
Lumefantrine	CYP2D6
Lumefantrine	CYP3A4
Lumiracoxib	CYP1A2
Lumiracoxib	CYP2C19
Lumiracoxib	CYP2C9
Lumiracoxib	PTGS1
Lumiracoxib	PTGS2
Lumiracoxib	UGT1A9
Lurasidone	ADRA2A
Lurasidone	ADRA2C
Lurasidone	CYP3A4
Lurasidone	DRD2
Lurasidone	HTR1A
Lurasidone	HTR2A
Lurasidone	HTR7
Lurbinectedin	ABCB1
Lurbinectedin	ALB
Lurbinectedin	CYP3A4
Lurbinectedin	ORM1
Lurbinectedin	SLC22A1
Lurbinectedin	SLCO1B1
Lurbinectedin	SLCO1B3
Lusutrombopag	ABCB1
Lusutrombopag	ABCG2
Lusutrombopag	CYP4A11
Lusutrombopag	MPL
Lutein	ALB
Lutetium Lu 177 dotatate	SSTR1
Lutetium Lu 177 dotatate	SSTR2
Lutetium Lu 177 dotatate	SSTR3
Lutetium Lu 177 dotatate	SSTR4
Lutetium Lu 177 dotatate	SSTR5
Lutropin alfa	LHCGR
Lyme disease vaccine (recombinant OspA)	TLR2
Lynestrenol	CYP2C19
Lynestrenol	CYP2C9
Lynestrenol	CYP3A4
Lypressin	ABCC2
Lypressin	AVPR1A
Lypressin	AVPR1B
Lypressin	AVPR2
Lysine	KARS
Lysine	SLC16A10
Lysine	SLC22A4
Lysine	SLC7A1
Lysine	SLC7A2
Lysine	SLC7A3
Lysine	SLC7A4
Macimorelin	CYP3A4
Macimorelin	GHSR
Macitentan	ALB
Macitentan	CYP2C19
Macitentan	CYP2C8
Macitentan	CYP2C9
Macitentan	CYP3A4
Macitentan	EDNRA
Macitentan	EDNRB
Macitentan	ORM1
Mafenide	CA6
Magnesium acetate	ATP1A1
Magnesium acetate tetrahydrate	GRIN1
Magnesium	ALB
Magnesium carbonate	CNNM2
Magnesium carbonate	GRIN1
Magnesium carbonate	SLC41A3
Magnesium carbonate	TRPM6
Magnesium carbonate	TRPM7
Magnesium cation	ATP1A1
Magnesium	CLDN16
Magnesium gluconate	ABL1
Magnesium gluconate	ADCY1
Magnesium gluconate	ATP1A1
Magnesium gluconate	ATP5D
Magnesium gluconate	CKB
Magnesium gluconate	GUCY1A2
Magnesium gluconate	PFKFB1
Magnesium	MRS2
Magnesium	SLC41A1
Magnesium	SLC41A3
Magnesium sulfate	CACNA1C
Magnesium	TRPM6
Magnesium	TRPM7
Malathion	BCHE
Malathion	CYP1A2
Malathion	CYP2B6
Mangafodipir	A2M
Mangafodipir	ALB
Mangafodipir	SLC11A2
Mangafodipir	SOD2
Manganese	ACO1
Manganese	ARG1
Manganese	IDH3A
Manganese	IDH3G
Manganese	TAB1
Manganese	TF
Manidipine	CACNA1C
Manidipine	CACNA1G
Manidipine	CYP1A1
Manidipine	CYP2B6
Manidipine	CYP2C19
Manidipine	CYP2C9
Manidipine	CYP2D6
Manidipine	CYP3A4
Maprotiline	ADRA1A
Maprotiline	ADRA2A
Maprotiline	CHRM1
Maprotiline	CHRM2
Maprotiline	CHRM3
Maprotiline	CHRM4
Maprotiline	CHRM5
Maprotiline	CYP1A2
Maprotiline	CYP2D6
Maprotiline	DRD2
Maprotiline	HRH1
Maprotiline	HTR2A
Maprotiline	HTR2C
Maprotiline	HTR7
Maprotiline	ORM1
Maprotiline	SLC6A2
Maralixibat	CYP3A4
Maralixibat	SLC10A2
Maralixibat	SLCO2B1
Maraviroc	CCR5
Maraviroc	CYP3A4
Margetuximab	ERBB2
Maribavir	ABCB1
Maribavir	ABCG2
Maribavir	ALB
Maribavir	CYP1A2
Maribavir	CYP3A4
Maribavir	ORM1
Masoprocol	ALOX5
Masoprocol	SHBG
Mazindol	SLC18A2
Mazindol	SLC6A2
Mazindol	SLC6A3
Mazindol	SLC6A4
Mebendazole	CYP1A1
Mebendazole	CYP3A4
Mebendazole	TUBA1A
Mebendazole	TUBB4B
Mecamylamine	CHRNA2
Mecamylamine	CHRNA4
Mecamylamine	CHRNA7
Mecamylamine	CHRNB2
Mecasermin	IGF1R
Mecasermin	IGF2R
Mecasermin	IGFALS
Mecasermin	IGFBP1
Mecasermin	IGFBP2
Mecasermin	IGFBP3
Mecasermin	IGFBP4
Mecasermin	IGFBP5
Mecasermin	IGFBP6
Mecasermin	INSR
Mecasermin rinfabate	IGF1R
Mecasermin rinfabate	IGF2R
Mecasermin rinfabate	INSR
Mechlorethamine	BCHE
Meclizine	ALB
Meclizine	CYP2D6
Meclizine	HRH1
Meclizine	NR1I3
Meclofenamic acid	ALOX5
Meclofenamic acid	KCNQ2
Meclofenamic acid	KCNQ3
Meclofenamic acid	PTGS1
Meclofenamic acid	PTGS2
Meclofenamic acid	SERPINA7
Meclofenamic acid	SLC22A6
Meclofenamic acid	SLCO1C1
Mecobalamin	MTR
Medrogestone	ALB
Medrogestone	CYP3A4
Medrogestone	PGR
Medrogestone	SERPINA6
Medrogestone	SHBG
Medroxyprogesterone acetate	ABCB1
Medroxyprogesterone acetate	ALB
Medroxyprogesterone acetate	CYP2C8
Medroxyprogesterone acetate	CYP2C9
Medroxyprogesterone acetate	CYP3A4
Medroxyprogesterone acetate	ESR1
Medroxyprogesterone acetate	GABRA1
Medroxyprogesterone acetate	HSD3B2
Medroxyprogesterone acetate	PGR
Medrysone	ABCB1
Medrysone	CYP3A4
Medrysone	CYP3A5
Medrysone	NR3C1
Medrysone	SERPINA6
Medrysone	SLC22A8
Medrysone	SLCO1A2
Mefenamic acid	ALB
Mefenamic acid	CYP1A2
Mefenamic acid	CYP2C8
Mefenamic acid	CYP2C9
Mefenamic acid	PTGS1
Mefenamic acid	PTGS2
Mefenamic acid	UGT1A9
Mefenamic acid	UGT2B7
Mefloquine	ABCB1
Mefloquine	ACHE
Mefloquine	ADORA2A
Mefloquine	BCHE
Mefloquine	CYP19A1
Mefloquine	CYP3A4
Megestrol acetate	ABCB1
Megestrol acetate	CYP3A4
Megestrol acetate	NR3C1
Megestrol acetate	PGR
Melatonin	ASMT
Melatonin	CALM1
Melatonin	CALR
Melatonin	CYP19A1
Melatonin	CYP1A1
Melatonin	CYP1A2
Melatonin	CYP1B1
Melatonin	CYP2C19
Melatonin	CYP2C9
Melatonin	EPX
Melatonin	ESR1
Melatonin	IDO1
Melatonin	MPO
Melatonin	MTNR1A
Melatonin	MTNR1B
Melatonin	NQO2
Melatonin	RORB
Melatonin	SLC22A8
Meloxicam	ABCC4
Meloxicam	ALB
Meloxicam	CYP2C8
Meloxicam	CYP2C9
Meloxicam	CYP3A4
Meloxicam	PGD
Meloxicam	PTGS1
Meloxicam	PTGS2
Melphalan flufenamide	ANPEP
Melphalan	SLC22A3
Melphalan	SLC7A5
Memantine	CHRNA7
Memantine	CYP2A6
Memantine	CYP2B6
Memantine	CYP2C19
Memantine	DRD2
Memantine	GABRA1
Memantine	GLRA1
Memantine	GRIN1
