disease	gene
intestinal neoplasms	SMAD7
intestinal neoplasms	AKT1
intestinal neoplasms	BRAF
intestinal neoplasms	WRN
intestinal neoplasms	PDGFRL
intestinal neoplasms	AXIN2
intestinal neoplasms	CTNNB1
intestinal neoplasms	MSH6
intestinal neoplasms	TGFBR2
intestinal neoplasms	EPHA3
intestinal neoplasms	RUNX1T1
intestinal neoplasms	MTHFD1
intestinal neoplasms	MLH1
intestinal neoplasms	RET
intestinal neoplasms	MSH2
intestinal neoplasms	COLCA2
intestinal neoplasms	TRPS1
intestinal neoplasms	DUSP10
intestinal neoplasms	BMP4
intestinal neoplasms	BMP2
intestinal neoplasms	SMAD7
intestinal neoplasms	SLC22A3
intestinal neoplasms	LAMA5
intestinal neoplasms	ATF1
intestinal neoplasms	CDH1
intestinal neoplasms	SCG5
intestinal neoplasms	POU5F1B
intestinal neoplasms	GREM1
intestinal neoplasms	DIP2B
intestinal neoplasms	MYNN
intestinal neoplasms	EIF3H
intestinal neoplasms	RHPN2
joint diseases	LMX1B
joint diseases	HSPA5
joint diseases	TBX4
joint diseases	MIF
joint diseases	UMOD
joint diseases	MATN3
joint diseases	FRZB
joint diseases	LTA
joint diseases	FCRL3
joint diseases	SLC2A9
joint diseases	SLC22A4
joint diseases	MICB
joint diseases	IRF5
joint diseases	ANKH
joint diseases	GDF5
joint diseases	PADI4
joint diseases	MYH8
joint diseases	NFKBIL1
joint diseases	TNF
joint diseases	HPGD
joint diseases	MICA
joint diseases	STAT4
joint diseases	IL6
joint diseases	ASPN
joint diseases	TNFAIP3
joint diseases	KIF21B
joint diseases	FAM205A
joint diseases	SLC22A12
joint diseases	HLA-DRB1
joint diseases	HLA-DRB5
joint diseases	IL2RA
joint diseases	SYF2
joint diseases	TSBP1
joint diseases	KPNB1
joint diseases	HLA-G
joint diseases	SPRED2
joint diseases	CTLA4
joint diseases	PADI4
joint diseases	OLIG3
joint diseases	RIT2
joint diseases	IL23R
joint diseases	LONRF2
joint diseases	TRAF3IP2
joint diseases	BTNL2
joint diseases	APOM
joint diseases	MCF2L
joint diseases	TMEM17
joint diseases	ANKRD55
joint diseases	AGBL4
joint diseases	ANO6
joint diseases	ERAP1
joint diseases	MACIR
joint diseases	SMIM20
joint diseases	SF1
joint diseases	REL
joint diseases	CCR6
joint diseases	IRF5
joint diseases	LTBR
joint diseases	PHF19
joint diseases	FTHL17
joint diseases	BLK
joint diseases	MAP4K2
joint diseases	TAB3
joint diseases	FAM167A
joint diseases	ZIC3
joint diseases	IL12B
joint diseases	TLL1
joint diseases	RBPJ
joint diseases	SLC2A9
joint diseases	CCL21
joint diseases	GRID2
joint diseases	RUNX3
joint diseases	B3GNT2
joint diseases	TNPO3
joint diseases	RSBN1
joint diseases	RELN
joint diseases	TBKBP1
joint diseases	PFKL
joint diseases	CD40
joint diseases	FAM107A
joint diseases	CNTLN
joint diseases	EDIL3
joint diseases	PTPN22
joint diseases	HLA-C
joint diseases	ASIC2
joint diseases	AIRE
joint diseases	PIK3C3
joint diseases	ADRA1B
joint diseases	AFF3
joint diseases	SGK1
joint diseases	HLA-DQB1
joint diseases	HLA-DQA2
joint diseases	NOTCH4
joint diseases	TRAF1
keratosis	SART3
keratosis	KRT16
keratosis	ATP2A2
keratosis	PIK3CA
keratosis	ALOXE3
keratosis	DSP
keratosis	ABCA12
keratosis	TGM1
keratosis	KRT9
keratosis	LIPN
keratosis	FGFR3
keratosis	GJB3
keratosis	KRT10
keratosis	CTSC
keratosis	CYP4F22
keratosis	GJB4
keratosis	GJB2
keratosis	ALOX12B
keratosis	ALDH3A2
keratosis	DSG1
keratosis	SPINK5
keratosis	FLG
keratosis	LORICRIN
keratosis	STS
keratosis	KRT2
keratosis	KRT1
keratosis	SLURP1
kidney diseases	PKD1
kidney diseases	NR3C2
kidney diseases	CA2
kidney diseases	SLC12A1
kidney diseases	SLC12A3
kidney diseases	TRPC6
kidney diseases	APOL1
kidney diseases	IL1RN
kidney diseases	SOD2
kidney diseases	PEX19
kidney diseases	PEX2
kidney diseases	THBD
kidney diseases	NPHS1
kidney diseases	CD2AP
kidney diseases	LDHA
kidney diseases	SLC34A3
kidney diseases	C3
kidney diseases	BSND
kidney diseases	MET
kidney diseases	SLC34A1
kidney diseases	MYO1E
kidney diseases	CDC5L
kidney diseases	CYP2R1
kidney diseases	WNK4
kidney diseases	TFE3
kidney diseases	SLC7A9
kidney diseases	ACTN4
kidney diseases	SLC3A1
kidney diseases	PHEX
kidney diseases	GRHPR
kidney diseases	HSPBAP1
kidney diseases	PKD2
kidney diseases	PLCE1
kidney diseases	SLC2A2
kidney diseases	PKHD1
kidney diseases	ATP6V1B1
kidney diseases	OGG1
kidney diseases	POU6F2
kidney diseases	INF2
kidney diseases	MYH9
kidney diseases	FH
kidney diseases	SFPQ
kidney diseases	DIAPH1
kidney diseases	ATP6V0A4
kidney diseases	VEGFA
kidney diseases	VDR
kidney diseases	OCRL
kidney diseases	REN
kidney diseases	VHL
kidney diseases	KCNJ1
kidney diseases	PEX3
kidney diseases	CFB
kidney diseases	ENPP1
kidney diseases	BBS9
kidney diseases	ACE
kidney diseases	EPO
kidney diseases	WT1
kidney diseases	PRCC
kidney diseases	AGT
kidney diseases	AGTR1
kidney diseases	PEX16
kidney diseases	AGXT
kidney diseases	HOGA1
kidney diseases	TCIRG1
kidney diseases	SLC4A1
kidney diseases	CYP27B1
kidney diseases	SLC5A2
kidney diseases	HFE
kidney diseases	RNF139
kidney diseases	CLCNKB
kidney diseases	CLCNKA
kidney diseases	CLCN5
kidney diseases	CD46
kidney diseases	FLCN
kidney diseases	SLC6A19
kidney diseases	AVPR2
kidney diseases	AVP
kidney diseases	FGF23
kidney diseases	SCNN1G
kidney diseases	ROR2
kidney diseases	PEX14
kidney diseases	WFS1
kidney diseases	PEX6
kidney diseases	PEX12
kidney diseases	PEX10
kidney diseases	SLC4A4
kidney diseases	DMP1
kidney diseases	WNK1
kidney diseases	PTPRO
kidney diseases	NONO
kidney diseases	LAMB2
kidney diseases	ASPSCR1
kidney diseases	UMOD
kidney diseases	HACE1
kidney diseases	PBRM1
kidney diseases	CISD2
kidney diseases	NPHS2
kidney diseases	COL4A3
kidney diseases	COL4A5
kidney diseases	COL4A4
kidney diseases	PEX5
kidney diseases	CFI
kidney diseases	SLC49A4
kidney diseases	SCNN1A
kidney diseases	PEX26
kidney diseases	SCNN1B
kidney diseases	CFHR5
kidney diseases	AQP2
kidney diseases	CFH
kidney diseases	APOL2
kidney diseases	SH3KBP1
kidney diseases	SLC22A2
kidney diseases	PLA2R1
kidney diseases	ADAM28
kidney diseases	TNFSF13
kidney diseases	ITPRID2
kidney diseases	ZNF250
kidney diseases	COMMD5
kidney diseases	CD93
kidney diseases	CST9
kidney diseases	CCND1
kidney diseases	SCARB1
kidney diseases	SOX15
kidney diseases	TFDP2
kidney diseases	APOL1
kidney diseases	STC1
kidney diseases	RYR2
kidney diseases	HLA-DRB1
kidney diseases	HIBADH
kidney diseases	SHROOM3
kidney diseases	ANXA9
kidney diseases	TSBP1
kidney diseases	EPAS1
kidney diseases	TNFSF12-TNFSF13
kidney diseases	SMIM21
kidney diseases	TENM4
kidney diseases	PSMB8
kidney diseases	GATM
kidney diseases	PRKAG2
kidney diseases	PCDH10
kidney diseases	SLC28A2
kidney diseases	UMOD
kidney diseases	CERS2
kidney diseases	PIP5K1B
kidney diseases	MPDU1
kidney diseases	GCKR
kidney diseases	GK5
kidney diseases	MGST1
kidney diseases	CEP89
kidney diseases	ITPR2
kidney diseases	CFH
kidney diseases	CELF6
kidney diseases	HORMAD2
kidney diseases	MYBL1
kidney diseases	APOL4
kidney diseases	CLDN14
kidney diseases	PARP6
kidney diseases	SLC34A1
kidney diseases	HLA-DQB1
kidney diseases	SSPN
kidney diseases	NEUROD1
kidney diseases	MTMR3
kidney diseases	HLA-DQA2
kidney diseases	PTPRT
kidney diseases	ACSS3
kidney diseases	CST3
kidney diseases	MAP3K15
kidney diseases	VEGFA
kidney diseases	ZNF516
kidney diseases	BMP2K
kidney diseases	NAT8
kidney diseases	NOTCH4
kidney diseases	VXN
kidney diseases	TBX2
kidney diseases	PDILT
kidney diseases	NXT1
kidney diseases	DERA
kidney neoplasms	BBS9
kidney neoplasms	FH
kidney neoplasms	SFPQ
kidney neoplasms	HSPBAP1
kidney neoplasms	HACE1
kidney neoplasms	WT1
kidney neoplasms	PRCC
kidney neoplasms	FLCN
kidney neoplasms	TFE3
kidney neoplasms	ASPSCR1
kidney neoplasms	OGG1
kidney neoplasms	POU6F2
kidney neoplasms	NONO
kidney neoplasms	SLC49A4
kidney neoplasms	MET
kidney neoplasms	PBRM1
kidney neoplasms	RNF139
kidney neoplasms	VHL
kidney neoplasms	CCND1
kidney neoplasms	SSPN
kidney neoplasms	SCARB1
kidney neoplasms	EPAS1
kidney neoplasms	ITPR2
leprosy	TNFSF15
leprosy	PKD1L1
leprosy	SNX20
leprosy	ADGB
leprosy	CYLD
leprosy	HLA-DRA
leprosy	HLA-DRB1
leprosy	HLA-DRB5
leprosy	OSGIN2
leprosy	COA1
leprosy	CCDC122
leprosy	SALL1
leprosy	HLA-DQB1
leprosy	HLA-DQA2
leprosy	C1orf141
leprosy	IL23R
leprosy	RIPK2
leprosy	NOD2
leprosy	LACC1
leprosy	BTNL2
leukemia	FOXO4
leukemia	MLLT6
leukemia	JAK2
leukemia	RBM15
leukemia	FNBP1
leukemia	MYC
leukemia	OLIG2
leukemia	PAX5
leukemia	MACROD1
leukemia	ZFYVE19
leukemia	ABL1
leukemia	ARL11
leukemia	FUS
leukemia	BTG1
leukemia	PML
leukemia	IL2
leukemia	ARID5B
leukemia	NPM1
leukemia	LNP1
leukemia	MN1
leukemia	LCK
leukemia	MLLT10
leukemia	HLF
leukemia	NUP214
leukemia	LPP
leukemia	MLLT11
leukemia	SPECC1
leukemia	KRAS
leukemia	EPS15
leukemia	RARA
leukemia	CREBBP
leukemia	SEPTIN9
leukemia	PDGFRB
leukemia	TCTA
leukemia	NRAS
leukemia	CMC4
leukemia	GAS7
leukemia	ACSL6
leukemia	FOXO3
leukemia	MRTFA
leukemia	USP16
leukemia	ERG
leukemia	LHX4
leukemia	FRYL
leukemia	KIT
leukemia	DAB2IP
leukemia	MYH11
leukemia	ARHGAP26
leukemia	ZBTB16
leukemia	AFF1
leukemia	PHF23
leukemia	KMT2A
leukemia	PBX1
leukemia	HIP1
leukemia	ARHGAP20
leukemia	TCF3
leukemia	DEK
leukemia	TRIP11
leukemia	TCL1A
leukemia	LYL1
leukemia	BCL2
leukemia	FOXP1
leukemia	BRCC3
leukemia	PTPN11
leukemia	CHST11
leukemia	AFF4
leukemia	PRDM16
leukemia	TAL1
leukemia	TAL2
leukemia	KNL1
leukemia	MLLT1
leukemia	TLX1
leukemia	HOXA9
leukemia	NBN
leukemia	RUNX1
leukemia	RUNX1T1
leukemia	CBFB
leukemia	NF1
leukemia	CBL
leukemia	NCOA2
leukemia	KAT6A
leukemia	BRWD3
leukemia	GMPS
leukemia	BCL6
leukemia	ABI1
leukemia	STIL
leukemia	FSTL3
leukemia	BCL3
leukemia	ELL
leukemia	TNFRSF17
leukemia	NSD1
leukemia	MSI2
leukemia	CHIC2
leukemia	TFPT
leukemia	POU2AF1
leukemia	NUP98
leukemia	LMO1
leukemia	LMO2
leukemia	MTCP1
leukemia	EP300
leukemia	ZNF521
leukemia	MLLT3
leukemia	BCR
leukemia	FLT3
leukemia	NFKB2
leukemia	ETV6
leukemia	MECOM
leukemia	ATM
leukemia	ELF4
leukemia	NSD3
leukemia	IKZF1
leukemia	TP63
leukemia	CLMP
leukemia	FARP2
leukemia	SP140
leukemia	ARID5B
leukemia	IRF4
leukemia	GRAMD1B
leukemia	POU5F1B
leukemia	RPLP1
leukemia	IRF8
leukemia	ACOXL
leukemia	HLA-DRB1
leukemia	SP110
leukemia	PRKD2
leukemia, b-cell	BCL6
leukemia, b-cell	ARL11
leukemia, b-cell	FSTL3
leukemia, b-cell	BTG1
leukemia, b-cell	BCL3
leukemia, b-cell	POU2AF1
leukemia, b-cell	BCL2
leukemia, b-cell	ARHGAP20
leukemia, b-cell	ATM
leukemia, b-cell	MYC
leukemia, b-cell	BRWD3
leukemia, b-cell	CHST11
leukemia, b-cell	IRF4
leukemia, b-cell	ACOXL
leukemia, b-cell	SP140
leukemia, b-cell	GRAMD1B
leukemia, b-cell	CLMP
leukemia, b-cell	POU5F1B
leukemia, b-cell	FARP2
leukemia, b-cell	SP110
leukemia, b-cell	RPLP1
leukemia, b-cell	PRKD2
leukemia, lymphocytic, chronic, b-cell	ARL11
leukemia, lymphocytic, chronic, b-cell	FSTL3
leukemia, lymphocytic, chronic, b-cell	BTG1
leukemia, lymphocytic, chronic, b-cell	BCL3
leukemia, lymphocytic, chronic, b-cell	BCL2
leukemia, lymphocytic, chronic, b-cell	ARHGAP20
leukemia, lymphocytic, chronic, b-cell	ATM
leukemia, lymphocytic, chronic, b-cell	MYC
leukemia, lymphocytic, chronic, b-cell	BRWD3
leukemia, lymphocytic, chronic, b-cell	CHST11
leukemia, lymphocytic, chronic, b-cell	IRF4
leukemia, lymphocytic, chronic, b-cell	ACOXL
leukemia, lymphocytic, chronic, b-cell	SP140
leukemia, lymphocytic, chronic, b-cell	GRAMD1B
leukemia, lymphocytic, chronic, b-cell	CLMP
leukemia, lymphocytic, chronic, b-cell	POU5F1B
leukemia, lymphocytic, chronic, b-cell	FARP2
leukemia, lymphocytic, chronic, b-cell	SP110
leukemia, lymphocytic, chronic, b-cell	RPLP1
leukemia, lymphocytic, chronic, b-cell	PRKD2
leukemia, lymphoid	FOXO4
leukemia, lymphoid	BCL6
leukemia, lymphoid	ABI1
leukemia, lymphoid	MLLT3
leukemia, lymphoid	STIL
leukemia, lymphoid	FSTL3
leukemia, lymphoid	FNBP1
leukemia, lymphoid	TCTA
leukemia, lymphoid	ELL
leukemia, lymphoid	CMC4
leukemia, lymphoid	TNFRSF17
leukemia, lymphoid	ARHGAP20
leukemia, lymphoid	OLIG2
leukemia, lymphoid	PAX5
leukemia, lymphoid	TCF3
leukemia, lymphoid	MACROD1
leukemia, lymphoid	IL2
leukemia, lymphoid	BCL2
leukemia, lymphoid	TCL1A
leukemia, lymphoid	FOXO3
leukemia, lymphoid	ATM
leukemia, lymphoid	ARL11
leukemia, lymphoid	LYL1
leukemia, lymphoid	BTG1
leukemia, lymphoid	POU2AF1
leukemia, lymphoid	BCL3
leukemia, lymphoid	LMO1
leukemia, lymphoid	LMO2
leukemia, lymphoid	MTCP1
leukemia, lymphoid	FOXP1
leukemia, lymphoid	ARID5B
leukemia, lymphoid	BRCC3
leukemia, lymphoid	ZNF521
leukemia, lymphoid	LHX4
leukemia, lymphoid	CHST11
leukemia, lymphoid	AFF4
leukemia, lymphoid	MLLT6
leukemia, lymphoid	ETV6
leukemia, lymphoid	LNP1
leukemia, lymphoid	NUP98
leukemia, lymphoid	TAL1
leukemia, lymphoid	TAL2
leukemia, lymphoid	MLLT10
leukemia, lymphoid	HLF
leukemia, lymphoid	MYC
leukemia, lymphoid	FRYL
leukemia, lymphoid	NFKB2
leukemia, lymphoid	MLLT1
leukemia, lymphoid	NBN
leukemia, lymphoid	PDGFRB
leukemia, lymphoid	AFF1
leukemia, lymphoid	MLLT11
leukemia, lymphoid	RUNX1
leukemia, lymphoid	KMT2A
leukemia, lymphoid	PBX1
leukemia, lymphoid	TFPT
leukemia, lymphoid	TLX1
leukemia, lymphoid	EPS15
leukemia, lymphoid	BRWD3
leukemia, lymphoid	IKZF1
leukemia, lymphoid	IRF8
leukemia, lymphoid	IRF4
leukemia, lymphoid	SP140
leukemia, lymphoid	GRAMD1B
leukemia, lymphoid	SP110
leukemia, lymphoid	ACOXL
leukemia, lymphoid	CLMP
leukemia, lymphoid	ARID5B
leukemia, lymphoid	POU5F1B
leukemia, lymphoid	FARP2
leukemia, lymphoid	HLA-DRB1
leukemia, lymphoid	RPLP1
leukemia, lymphoid	TP63
leukemia, lymphoid	PRKD2
leukemia, myeloid	PDGFRB
leukemia, myeloid	JAK2
leukemia, myeloid	RBM15
leukemia, myeloid	NRAS
leukemia, myeloid	CBFB
leukemia, myeloid	LPP
leukemia, myeloid	NF1
leukemia, myeloid	DEK
leukemia, myeloid	GAS7
leukemia, myeloid	MSI2
leukemia, myeloid	TRIP11
leukemia, myeloid	ACSL6
leukemia, myeloid	CHIC2
leukemia, myeloid	ABL1
leukemia, myeloid	ARHGAP26
leukemia, myeloid	FUS
leukemia, myeloid	PHF23
leukemia, myeloid	NUP98
leukemia, myeloid	PML
leukemia, myeloid	MRTFA
leukemia, myeloid	ZFYVE19
leukemia, myeloid	USP16
leukemia, myeloid	ERG
leukemia, myeloid	EP300
leukemia, myeloid	PTPN11
leukemia, myeloid	KIT
leukemia, myeloid	PRDM16
leukemia, myeloid	BCR
leukemia, myeloid	ZBTB16
leukemia, myeloid	MN1
leukemia, myeloid	NPM1
leukemia, myeloid	MECOM
leukemia, myeloid	FLT3
leukemia, myeloid	DAB2IP
leukemia, myeloid	KNL1
leukemia, myeloid	MYH11
leukemia, myeloid	NUP214
leukemia, myeloid	ETV6
leukemia, myeloid	HOXA9
leukemia, myeloid	NSD3
leukemia, myeloid	RUNX1
leukemia, myeloid	RUNX1T1
leukemia, myeloid	SPECC1
leukemia, myeloid	NSD1
leukemia, myeloid	CBL
leukemia, myeloid	HIP1
leukemia, myeloid	ELF4
leukemia, myeloid	KRAS
leukemia, myeloid	NCOA2
leukemia, myeloid	KAT6A
leukemia, myeloid	RARA
leukemia, myeloid	CREBBP
leukemia, myeloid	SEPTIN9
leukemia, myeloid	GMPS
leukemia, myeloid, acute	PDGFRB
leukemia, myeloid, acute	JAK2
leukemia, myeloid, acute	RBM15
leukemia, myeloid, acute	LPP
leukemia, myeloid, acute	NSD1
leukemia, myeloid, acute	DEK
leukemia, myeloid, acute	GAS7
leukemia, myeloid, acute	TRIP11
leukemia, myeloid, acute	ACSL6
leukemia, myeloid, acute	CHIC2
leukemia, myeloid, acute	FLT3
leukemia, myeloid, acute	FUS
leukemia, myeloid, acute	PHF23
leukemia, myeloid, acute	NUP98
leukemia, myeloid, acute	PML
leukemia, myeloid, acute	MRTFA
leukemia, myeloid, acute	ZFYVE19
leukemia, myeloid, acute	ERG
leukemia, myeloid, acute	EP300
leukemia, myeloid, acute	KIT
leukemia, myeloid, acute	PRDM16
leukemia, myeloid, acute	ZBTB16
leukemia, myeloid, acute	MN1
leukemia, myeloid, acute	NPM1
leukemia, myeloid, acute	MECOM
leukemia, myeloid, acute	DAB2IP
leukemia, myeloid, acute	KNL1
leukemia, myeloid, acute	MYH11
leukemia, myeloid, acute	NUP214
leukemia, myeloid, acute	ETV6
leukemia, myeloid, acute	HOXA9
leukemia, myeloid, acute	NSD3
leukemia, myeloid, acute	RUNX1
leukemia, myeloid, acute	RUNX1T1
leukemia, myeloid, acute	CBFB
leukemia, myeloid, acute	ELF4
leukemia, myeloid, acute	KRAS
leukemia, myeloid, acute	NCOA2
leukemia, myeloid, acute	KAT6A
leukemia, myeloid, acute	RARA
leukemia, myeloid, acute	CREBBP
leukemia, myeloid, acute	SEPTIN9
leukemia, myeloid, acute	GMPS
limb deformities, congenital	WDR35
limb deformities, congenital	KIF7
limb deformities, congenital	PTEN
limb deformities, congenital	GLI3
limb deformities, congenital	COL2A1
limb deformities, congenital	AKT1
limb deformities, congenital	TWIST1
limb deformities, congenital	NEK1
limb deformities, congenital	HOXD13
limb deformities, congenital	VANGL1
limb deformities, congenital	GDF5
limb deformities, congenital	PITX1
limb deformities, congenital	LMBR1
limb deformities, congenital	ROR2
limb deformities, congenital	GJA1
limb deformities, congenital	FGFR2
limb deformities, congenital	FGFR1
limb deformities, congenital	FGFR3
