side_effect	protein	ADJ_pvalue
Vaginal inflammation	HRH1	0.1183627165646
Varicella	HRH1	0.0841979671890344
Vascular purpura	HRH1	0.0879049437498812
Ventricular arrhythmia	HRH1	0.0162108792003577
Ventricular fibrillation	HRH1	0.0508810891094459
Ventricular tachycardia	HRH1	0.00511051669720021
Viral infection	HRH1	0.128181737072094
Viral upper respiratory tract infection	HRH1	0.0603882207728768
Vision blurred	HRH1	0.000345451564812351
Vulvovaginal candidiasis	HRH1	0.120552150702327
Vulvovaginal dryness	HRH1	0.0477477502627569
Vulvovaginal mycotic infection	HRH1	0.120552150702327
Water intoxication	HRH1	0.0203911691203673
Weight decreased	HRH1	0.0612601942824757
Weight increased	HRH1	2.96716110522511e-08
Wheezing	HRH1	0.0762102517497907
Withdrawal syndrome	HRH1	0.0217579165660466
Xerophthalmia	HRH1	0.0798966391772712
Yawning	HRH1	0.16363905095411
Agranulocytosis	HRH2	0.170649092735468
Akathisia	HRH2	0.082201066461676
Akinesia	HRH2	0.132228251162363
Amenorrhoea	HRH2	0.160306000843664
Blood cholesterol increased	HRH2	0.138691550025729
Blood prolactin increased	HRH2	0.0766605871953809
Chest discomfort	HRH2	0.10102312593377
Choreoathetosis	HRH2	0.145572679978716
Convulsion	HRH2	0.158159767473895
Depressive symptom	HRH2	0.0700627567021714
Drug withdrawal syndrome neonatal	HRH2	0.0404642717653017
Dysarthria	HRH2	0.160306000843664
Extrapyramidal disorder	HRH2	0.133328575493807
Galactorrhoea	HRH2	0.082201066461676
Glossodynia	HRH2	0.107452187021715
Gynaecomastia	HRH2	0.0473887683367945
Hepatitis	HRH2	0.196111909399994
Hypoaesthesia oral	HRH2	0.0824247154484813
Irritability	HRH2	0.0623180273578642
Jaundice	HRH2	0.198194006500513
Liver injury	HRH2	0.118705859595839
Masked facies	HRH2	0.0404642717653017
Muscle rigidity	HRH2	0.0498750843070258
Nasal congestion	HRH2	0.0485701989969691
Nasal dryness	HRH2	0.113433827100755
Neuroleptic malignant syndrome	HRH2	0.0615157250169042
Oculogyric crisis	HRH2	0.159238448327796
Polydipsia	HRH2	0.0945270758932264
Pregnancy	HRH2	0.197782809438255
Restless legs syndrome	HRH2	0.120004452997233
Sinus tachycardia	HRH2	0.197782809438255
Swollen tongue	HRH2	0.0887633709182451
Tardive dyskinesia	HRH2	0.0279994185729613
Throat tightness	HRH2	0.0315723789594372
Weight increased	HRH2	0.196111909399994
Wheezing	HRH2	0.0158445965736184
Abnormal faeces	HRH4	0.105047027740966
Agranulocytosis	HRH4	0.0845435188350649
Akathisia	HRH4	0.0215547723768011
Akinesia	HRH4	0.0247467505383364
Asphyxia	HRH4	0.0525639629563291
Atrioventricular block	HRH4	0.197701472738708
Cardiac arrest	HRH4	0.130399669997047
Catatonia	HRH4	0.0898775123265409
Choreoathetosis	HRH4	0.183890320572681
Cogwheel rigidity	HRH4	0.0898775123265409
Convulsion	HRH4	0.0970759171572877
Delusion	HRH4	0.168825048522854
Depressive symptom	HRH4	0.0898775123265409
Drooling	HRH4	0.0975034835890644
Dry mouth	HRH4	0.101029697550459
Dry throat	HRH4	0.151721523898434
Dyskinesia	HRH4	0.082461146366222
Dysphemia	HRH4	0.0193100192659841
Enuresis	HRH4	0.120552150702327
Epilepsy	HRH4	0.168448369801675
Erectile dysfunction	HRH4	0.0728906660193143
Extrapyramidal disorder	HRH4	0.00554222461172613
Faecalith	HRH4	0.0752079636442187
Faecaloma	HRH4	0.0752079636442187
Feeling jittery	HRH4	0.160342603683722
Galactorrhoea	HRH4	0.120708971641609
Glucose tolerance impaired	HRH4	0.0752079636442187
Gynaecomastia	HRH4	0.015263229528801
Hepatitis	HRH4	0.102202170352196
Hypomania	HRH4	0.0290138558007784
Hypotension	HRH4	0.179123323541062
Ileus paralytic	HRH4	0.00434233427915639
Incontinence	HRH4	0.198668684530033
Jaundice	HRH4	0.0167774405655662
Leukopenia	HRH4	0.082201066461676
Loss of consciousness	HRH4	0.0728298972663282
Lower respiratory tract infection	HRH4	0.105047027740966
Masked facies	HRH4	0.0030414049580711
Menstruation irregular	HRH4	0.0891046417698902
Muscle rigidity	HRH4	0.0764285975870784
Mydriasis	HRH4	0.160425500468694
Nasal congestion	HRH4	0.0012069889436939
Neuroleptic malignant syndrome	HRH4	3.68573785967119e-05
Ocular hyperaemia	HRH4	0.168448369801675
Oculogyric crisis	HRH4	0.198668684530033
Oropharyngeal discomfort	HRH4	0.0797266122494217
Oropharyngeal pain	HRH4	0.128324707804536
Orthostatic hypotension	HRH4	0.175196114012033
Parkinsonian rest tremor	HRH4	0.0253936337811326
Parkinsonism	HRH4	0.0545261908487257
Parotid gland enlargement	HRH4	0.00934187178803508
Periorbital oedema	HRH4	0.191421659674581
Petechiae	HRH4	0.168825048522854
Pneumonia aspiration	HRH4	0.112948813431362
Polydipsia	HRH4	0.0138057385731041
Priapism	HRH4	0.0824247154484813
Protrusion tongue	HRH4	0.0752079636442187
Respiratory arrest	HRH4	0.120552150702327
Restless legs syndrome	HRH4	0.151721523898434
Sensory loss	HRH4	0.120708971641609
Shock	HRH4	0.12930436987886
Somnolence	HRH4	0.186923919147666
Sudden death	HRH4	0.0859130251798959
Suicidal ideation	HRH4	0.117539449710943
Syncope	HRH4	0.0652352742180824
Tachycardia	HRH4	0.14452807597145
Tardive dyskinesia	HRH4	0.000223158236519733
Throat tightness	HRH4	0.00519771332911045
Torsade de pointes	HRH4	0.120708971641609
Tremor	HRH4	0.0693735249403443
Urinary retention	HRH4	0.0530985629244052
Weight increased	HRH4	0.102202170352196
Wheezing	HRH4	0.156310215204654
Abdominal discomfort	HTR1A	0.199142501839463
Abnormal dreams	HTR1A	0.00632847620192678
Accommodation disorder	HTR1A	3.18001549753385e-07
Acne	HTR1A	0.166197394062303
Acute coronary syndrome	HTR1A	0.017384526419469
Adenocarcinoma	HTR1A	0.11973530465959
Adenoma benign	HTR1A	0.0056682635147421
Affect lability	HTR1A	0.0635017431105818
Aggression	HTR1A	0.0687015332652978
Agitation	HTR1A	3.92242741930612e-06
Agranulocytosis	HTR1A	0.0918597996158032
Akathisia	HTR1A	4.17129269430672e-11
Akinesia	HTR1A	3.14191112457656e-08
Alcohol abuse	HTR1A	0.11973530465959
Alopecia	HTR1A	0.04423597092209
Amenorrhoea	HTR1A	0.000331443302562017
Amnesia	HTR1A	0.106208673436363
Anger	HTR1A	0.175970414713964
Angina pectoris	HTR1A	0.0673184251433861
Angle closure glaucoma	HTR1A	0.00173999215728131
Anorgasmia	HTR1A	0.00173999215728131
Anxiety	HTR1A	0.0281337552646584
Apathy	HTR1A	0.00919904111091648
Aphasia	HTR1A	0.012754448105263
Apnoea	HTR1A	0.156310215204654
Appendicitis	HTR1A	0.199048686962091
Arteriospasm coronary	HTR1A	0.11973530465959
Arthralgia	HTR1A	0.184027426727856
Arthritis	HTR1A	0.162443334113604
Arthropathy	HTR1A	0.183832488764092
Asthma	HTR1A	0.0997105222013893
Ataxia	HTR1A	0.000153792802473617
Atrial fibrillation	HTR1A	0.00565326211061386
Atrioventricular block	HTR1A	2.3795171005384e-05
Atrioventricular block first degree	HTR1A	0.11973530465959
Balance disorder	HTR1A	0.0115327236721956
Bipolar disorder	HTR1A	0.0950333562123097
Bipolar I disorder	HTR1A	0.0239571456728634
Bladder pain	HTR1A	0.0156301504350895
Blepharitis	HTR1A	0.0726667716012973
Blepharospasm	HTR1A	0.0190367417850203
Blood cholesterol increased	HTR1A	0.0461221915768988
Blood insulin increased	HTR1A	0.0334626629157263
Blood prolactin increased	HTR1A	9.25177269165312e-05
Blood triglycerides increased	HTR1A	0.0875683522415105
Blunted affect	HTR1A	0.00261140233109196
Body temperature decreased	HTR1A	0.000558059435508111
Bradycardia	HTR1A	0.00232712685899443
Bradykinesia	HTR1A	0.00305071890672299
Bradyphrenia	HTR1A	0.14499969053297
Breast cancer	HTR1A	0.0947921991913445
Breast discharge	HTR1A	0.0103969784298803
Breast discomfort	HTR1A	0.0102655633778135
Breast disorder	HTR1A	0.0504628301344609
Breast engorgement	HTR1A	0.0190367417850203
Breast enlargement	HTR1A	0.00420599015310383
Breast feeding	HTR1A	0.0971623817959239
Breast pain	HTR1A	0.0182505710892473
Bruxism	HTR1A	0.0200055514585971
Buccoglossal syndrome	HTR1A	0.00261140233109196
Bundle branch block	HTR1A	0.00169879402939325
Bursitis	HTR1A	0.0224227337411027
Cachexia	HTR1A	0.113117401354781
Cardiac arrest	HTR1A	0.0599484242378723
Cataract	HTR1A	0.148578607551249
Catatonia	HTR1A	0.000569647459559798
Cerebral ischaemia	HTR1A	0.0147275132071558
Cerebrovascular accident	HTR1A	8.44865383901514e-05
Cerebrovascular disorder	HTR1A	0.113462370102949
Chest discomfort	HTR1A	0.0972266028188166
Choking	HTR1A	0.11973530465959
Chorea	HTR1A	0.11973530465959
Choreoathetosis	HTR1A	1.13612970990045e-05
Cogwheel rigidity	HTR1A	3.92242741930612e-06
Completed suicide	HTR1A	0.000247815859926881
Conduction disorder	HTR1A	0.00725149403432002
Confusional state	HTR1A	0.00203004775904024
Constipation	HTR1A	0.000750603351998491
Convulsion	HTR1A	0.000251532189456574
Coordination abnormal	HTR1A	2.6572881585945e-07
Corneal lesion	HTR1A	0.11973530465959
Crying	HTR1A	0.06802842703848
Cyanosis	HTR1A	0.0143474556397271
Cystitis	HTR1A	0.0226432783167808
Cystitis noninfective	HTR1A	0.0226432783167808
Deep vein thrombosis	HTR1A	0.156310215204654
Delirium	HTR1A	0.00442542644925803
Delusion	HTR1A	3.58200588714226e-05
Dementia	HTR1A	0.175970414713964
Dental caries	HTR1A	0.0016673353655073
Dependence	HTR1A	0.0947921991913445
Depersonalisation	HTR1A	0.0143819608141982
Depressed level of consciousness	HTR1A	0.0163896451656429
Depressive symptom	HTR1A	0.0971623817959239
Derealisation	HTR1A	0.199048686962091
Dermal cyst	HTR1A	0.0950333562123097
Dermatitis bullous	HTR1A	0.183832488764092
Diabetes mellitus	HTR1A	0.0193438553154799
Diabetic coma	HTR1A	0.000323790104963341
Diabetic hyperglycaemic coma	HTR1A	0.000323790104963341
Diabetic ketoacidosis	HTR1A	0.00166867734269859
Diplopia	HTR1A	0.0504628301344609
Discomfort	HTR1A	0.0560731163144124
Disorientation	HTR1A	0.00570289151364077
Dissociation	HTR1A	0.0950333562123097
Disturbance in attention	HTR1A	0.0359072793268701
Disturbance in sexual arousal	HTR1A	4.95342395308252e-06
Dizziness	HTR1A	0.177684484212646
Dizziness postural	HTR1A	0.00213465664603599
Drooling	HTR1A	0.00589878369561998
Drug abuse	HTR1A	0.167240585333486
Drug dependence	HTR1A	0.0200055514585971
Drug tolerance	HTR1A	0.00295619023135982
Drug withdrawal syndrome	HTR1A	0.00627741589208172
Drug withdrawal syndrome neonatal	HTR1A	2.89465685611745e-05
Dry eye	HTR1A	0.00200806938450425
Dry mouth	HTR1A	1.84898989214835e-06
Dry skin	HTR1A	0.165559745774666
Dysarthria	HTR1A	0.00125623860789539
Dysgeusia	HTR1A	0.0147080751206407
Dyskinesia	HTR1A	1.28144830077468e-07
Dyslipidaemia	HTR1A	0.0518680544332883
Dysmenorrhoea	HTR1A	0.0062196374764876
Dyspepsia	HTR1A	0.092071192486326
Dysphagia	HTR1A	0.00787238892585661
Dysphemia	HTR1A	0.00261140233109196
Dystonia	HTR1A	0.0950333562123097
Ear disorder	HTR1A	0.0115327236721956
Ear infection	HTR1A	0.132228251162363
Ear pain	HTR1A	0.0229032055750697
Ecchymosis	HTR1A	0.148744386767165
Eczema	HTR1A	0.00682698647925283
Ejaculation delayed	HTR1A	0.0190367417850203
Ejaculation disorder	HTR1A	0.0016673353655073
Electrocardiogram abnormal	HTR1A	0.0301738816325761
Electrocardiogram change	HTR1A	0.0535914834582359
Electrocardiogram PR prolongation	HTR1A	0.0728216224316574
Electrocardiogram QRS complex	HTR1A	0.172902777108728
Electrocardiogram QT prolonged	HTR1A	8.79084419135973e-07
Electrocardiogram T wave inversion	HTR1A	0.0824247154484813
Electroencephalogram abnormal	HTR1A	0.199048686962091
Embolism venous	HTR1A	0.135027877957382
Emotional distress	HTR1A	0.161336191404022
Endocrine disorder	HTR1A	0.0165663513025861
Enuresis	HTR1A	0.0131239434932102
Eosinophil count increased	HTR1A	0.0164027491394996
Eosinophilia	HTR1A	0.013264046524249
Erectile dysfunction	HTR1A	2.50967124437196e-07
Eructation	HTR1A	0.0830074892876271
Euphoric mood	HTR1A	0.00179755769283567
Extrapyramidal disorder	HTR1A	7.03022472159039e-12
Extrasystoles	HTR1A	0.156310215204654
Eye haemorrhage	HTR1A	0.0115327236721956
Eye infection	HTR1A	0.0242960311253295
Eye movement disorder	HTR1A	0.0728216224316574
Eye pain	HTR1A	0.00628270661313715
Face oedema	HTR1A	0.0426763042490014
Faecal incontinence	HTR1A	0.0495773675707072
Faecalith	HTR1A	0.014331934086023
Faecaloma	HTR1A	0.014331934086023
Fatigue	HTR1A	0.0798670052790358
Feeling abnormal	HTR1A	0.0145873288334094
Feeling hot	HTR1A	0.0786447640540814
Feeling jittery	HTR1A	0.107112716877125
Female sexual dysfunction	HTR1A	0.0950333562123097
Flat affect	HTR1A	0.00305666637591549
Functional gastrointestinal disorder	HTR1A	0.0373881762178344
Fungal skin infection	HTR1A	0.175970414713964
Gait disturbance	HTR1A	0.00179755769283567
Galactorrhoea	HTR1A	5.03168926706932e-10
Gastric ulcer	HTR1A	0.172467313034273
Gastroenteritis	HTR1A	0.0132765806526029
Gingivitis	HTR1A	0.00446629313256459
Glaucoma	HTR1A	0.00233246486140988
Glossitis	HTR1A	0.195443788278723
Glycosuria	HTR1A	0.0193626978371538
Goitre	HTR1A	0.0938871112991925
Gout	HTR1A	0.0972266028188166
Grand mal convulsion	HTR1A	0.000103242925061758
Gynaecomastia	HTR1A	2.24962965230198e-07
Haematemesis	HTR1A	0.0279618043607373
Haematocrit decreased	HTR1A	0.024278699424558
Haemorrhoids	HTR1A	0.129321402297396
Hallucination	HTR1A	0.000798639043903465
Hallucination, auditory	HTR1A	0.0549037677412861
Hallucination, visual	HTR1A	0.0452669713273849
Heart rate irregular	HTR1A	0.129742448348826
Heat stroke	HTR1A	0.0435265477219979
Hepatic enzyme increased	HTR1A	0.105241756217694
Hepatic steatosis	HTR1A	0.147806506984613
Hepatitis	HTR1A	0.0798670052790358
Hernia	HTR1A	0.103969024392199
Hiccups	HTR1A	0.0022393025953316
Hostility	HTR1A	0.000921265921477712
Hyperaesthesia	HTR1A	0.104030725848811
Hypercholesterolaemia	HTR1A	0.0523990228034885
Hyperglycaemia	HTR1A	0.0555543707089415
Hyperkeratosis	HTR1A	0.185379017367824
Hyperkinesia	HTR1A	8.96881079983039e-06
Hyperlipidaemia	HTR1A	0.156310215204654
Hyperphagia	HTR1A	0.00166867734269859
Hyperprolactinaemia	HTR1A	0.000678041522108076
Hyperpyrexia	HTR1A	0.113462370102949
Hyperreflexia	HTR1A	0.0404642717653017
Hypersexuality	HTR1A	0.0950333562123097
Hypersomnia	HTR1A	0.0200055514585971
Hypertension	HTR1A	0.00333849843732545
Hyperthyroidism	HTR1A	0.0420418208658016
Hypertonia	HTR1A	0.0184268128603088
Hypertriglyceridaemia	HTR1A	0.135027877957382
Hyperventilation	HTR1A	0.000410936658719573
Hypoaesthesia	HTR1A	0.00546037166990266
Hypochromic anaemia	HTR1A	0.0525639629563291
Hypoglycaemia	HTR1A	0.0156301504350895
Hypohidrosis	HTR1A	0.14499969053297
Hypokinesia	HTR1A	0.000249651940578881
Hypomania	HTR1A	9.51147688696331e-08
Hyponatraemia	HTR1A	0.0599484242378723
Hypotension	HTR1A	0.00192030838076722
Hypothermia	HTR1A	0.000558059435508111
Hypothyroidism	HTR1A	0.0529925951902121
Hypotonia	HTR1A	0.0193626978371538
Idiopathic thrombocytopenic purpura	HTR1A	0.11973530465959
Ileus	HTR1A	0.193705080988572
Ileus paralytic	HTR1A	0.00253426625163342
Ill-defined disorder	HTR1A	0.0226114738030242
Inappropriate antidiuretic hormone secretion	HTR1A	2.3469279198768e-05
Increased appetite	HTR1A	0.000107815305429232
Increased bronchial secretion	HTR1A	0.167240585333486
Influenza	HTR1A	0.0733089310441252
Initial insomnia	HTR1A	0.0103969784298803
Injection site induration	HTR1A	0.0728216224316574
Injury	HTR1A	0.194301031524897
Insomnia	HTR1A	0.0242960311253295
Intestinal obstruction	HTR1A	0.0143474556397271
Iron deficiency anaemia	HTR1A	0.0549037677412861
Irritable bowel syndrome	HTR1A	0.0304684236837671
Jaundice	HTR1A	0.00798033375922416
Joint stiffness	HTR1A	0.024278699424558
Keratitis	HTR1A	0.196989855188347
Ketosis	HTR1A	0.11973530465959
Laryngeal oedema	HTR1A	0.146895355673576
Laryngeal pain	HTR1A	0.0679662935866821
Laryngitis	HTR1A	0.00815921013401976
Laryngospasm	HTR1A	0.0334626629157263
Lethargy	HTR1A	0.0476373000109899
Leukocytosis	HTR1A	0.00395919157820931
Leukopenia	HTR1A	0.0281337552646584
Libido decreased	HTR1A	0.000134927500969103
Libido disorder	HTR1A	0.14499969053297
Libido increased	HTR1A	1.8718941752699e-05
Loss of consciousness	HTR1A	0.00270669209444386
Loss of libido	HTR1A	0.191348912903916
Lower respiratory tract infection	HTR1A	0.129742448348826
Lymphadenitis	HTR1A	0.000122465981803134
Lymphadenopathy	HTR1A	0.0556619401759383
Malaise	HTR1A	0.0182668910135725
Mania	HTR1A	5.08150267377962e-05
Masked facies	HTR1A	2.89465685611745e-05
Mastitis	HTR1A	0.0838298030880812
Medication overuse headache	HTR1A	0.0334626629157263
Menorrhagia	HTR1A	0.000173775342142064
Menstrual disorder	HTR1A	0.129321402297396
Menstruation irregular	HTR1A	0.0243907112657946
Mental disability	HTR1A	0.0182758494597744
Metrorrhagia	HTR1A	0.0180640033076217
Micturition urgency	HTR1A	0.0172087653027072
Middle insomnia	HTR1A	0.0328051248964565
Migraine	HTR1A	0.0635017431105818
Monocytosis	HTR1A	0.0950333562123097
Mood swings	HTR1A	0.0789610815035879
Motion sickness	HTR1A	0.11973530465959
Movement disorder	HTR1A	0.000804005631287541
Muscle contractions involuntary	HTR1A	0.00371976484022231
Muscle contracture	HTR1A	0.14499969053297
Muscle relaxant therapy	HTR1A	0.0172087653027072
Muscle rigidity	HTR1A	6.45868119869807e-07
Muscle spasms	HTR1A	0.0545261908487257
Muscle tightness	HTR1A	9.25177269165312e-05
Muscle twitching	HTR1A	2.84494534871458e-06
Musculoskeletal stiffness	HTR1A	0.000858466559269669
Mydriasis	HTR1A	0.000558059435508111
Myocardial infarction	HTR1A	0.021814549815261
Myocarditis	HTR1A	0.129742448348826
Myoclonus	HTR1A	0.00019751109606497
Myopathy	HTR1A	0.193705080988572
Nasal congestion	HTR1A	0.00245991307177252
Nasal polyps	HTR1A	0.14499969053297
Nasopharyngitis	HTR1A	0.162443334113604
Neck pain	HTR1A	0.0275806451573046
Nervousness	HTR1A	0.188990466699829
Neuralgia	HTR1A	0.090941606692937
Neuroleptic malignant syndrome	HTR1A	3.34947969641061e-10
Neurosis	HTR1A	0.113462370102949
Nightmare	HTR1A	4.67862164874168e-05
Nocturia	HTR1A	0.146329743401696
Normochromic normocytic anaemia	HTR1A	0.0334626629157263
Nuchal rigidity	HTR1A	0.00737097904125225
Obesity	HTR1A	0.00428435503110307
Obsessive-compulsive disorder	HTR1A	0.00295619023135982
Ocular hyperaemia	HTR1A	0.11973530465959
Oculogyric crisis	HTR1A	2.31442516976689e-05
Oedema	HTR1A	0.0201236412792062
Oedema peripheral	HTR1A	0.197782809438255
Oesophagitis	HTR1A	0.098676910418319
Onychomycosis	HTR1A	0.014331934086023
Opisthotonus	HTR1A	0.00790219643960611
Orchitis noninfective	HTR1A	0.0728216224316574
Orgasm abnormal	HTR1A	0.0950333562123097
Oropharyngeal discomfort	HTR1A	0.0172087653027072
Oropharyngeal pain	HTR1A	0.0679662935866821
Orthostatic hypotension	HTR1A	7.6184177168286e-06
Osteoarthritis	HTR1A	0.0949785850140639
Osteoporosis	HTR1A	0.0875683522415105
Ovarian cyst	HTR1A	0.167240585333486
Pain in jaw	HTR1A	0.0525639629563291
Pallor	HTR1A	0.157195877415775
Palpitations	HTR1A	0.00497599709352514
Panic attack	HTR1A	0.0947921991913445
Panic reaction	HTR1A	0.0452669713273849
Paraesthesia	HTR1A	0.00936490458221288
Paraesthesia oral	HTR1A	0.135027877957382
Paralysis	HTR1A	0.0269794191333059
Paranoia	HTR1A	0.00815921013401976
Parkinson's disease	HTR1A	0.00474401894679845
Parkinsonian rest tremor	HTR1A	0.0056682635147421
Parkinsonism	HTR1A	5.66795728164982e-07
Parotid gland enlargement	HTR1A	0.000853921025291264
Pathological gambling	HTR1A	0.0950333562123097
Pelvic pain	HTR1A	0.129879798841833
Personality disorder	HTR1A	0.103969024392199
Petechiae	HTR1A	0.0626444762625718
Photophobia	HTR1A	0.00771059399379711
Photosensitivity reaction	HTR1A	0.0367948252083901
Pneumonia aspiration	HTR1A	0.0102613196777447
Pollakiuria	HTR1A	0.000422480577092588
Polydipsia	HTR1A	0.000337203328596102
Polyuria	HTR1A	0.0264918208757233
Pregnancy	HTR1A	0.00371976484022231
Premenstrual syndrome	HTR1A	0.199048686962091
Priapism	HTR1A	1.46306598996885e-08
Prinzmetal angina	HTR1A	0.0334626629157263
Procedural pain	HTR1A	0.147806506984613
Productive cough	HTR1A	0.14499969053297
Prostatitis	HTR1A	0.14499969053297
Protrusion tongue	HTR1A	0.06802842703848
Psoriasis	HTR1A	0.021794171417948
Psychomotor retardation	HTR1A	0.0549037677412861
Psychotic disorder	HTR1A	3.15461093572126e-05
Pulmonary congestion	HTR1A	0.185379017367824
Pulmonary embolism	HTR1A	0.106260187479617
Purpura	HTR1A	0.059259939809476
Pyelonephritis	HTR1A	0.0765595224845214
Rash maculo-papular	HTR1A	0.186214528515466
Rash papular	HTR1A	0.107112716877125
